File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/28883.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	547.1
Injection Number	418
Position	BC2
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	6/18/2019
Injection Time	4:32:18 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.008709
Signal Max.	591.245586
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
2.063333	0.2	2.710751
2.066667	0.2	2.717656
2.070000	0.2	2.727839
2.073333	0.2	2.742093
2.076667	0.2	2.761248
2.080000	0.2	2.785489
2.083333	0.2	2.814598
2.086667	0.2	2.848929
2.090000	0.2	2.889640
2.093333	0.2	2.937672
2.096667	0.2	2.992914
2.100000	0.2	3.054748
2.103333	0.2	3.122978
2.106667	0.2	3.197920
2.110000	0.2	3.280058
2.113333	0.2	3.369610
2.116667	0.2	3.466161
2.120000	0.2	3.568818
2.123333	0.2	3.676394
2.126667	0.2	3.787199
2.130000	0.2	3.899190
2.133333	0.2	4.010542
2.136667	0.2	4.119492
2.140000	0.2	4.223775
2.143333	0.2	4.321159
2.146667	0.2	4.410453
2.150000	0.2	4.491275
2.153333	0.2	4.563086
2.156667	0.2	4.624885
2.160000	0.2	4.675551
2.163333	0.2	4.714404
2.166667	0.2	4.741622
2.170000	0.2	4.758043
2.173333	0.2	4.764363
2.176667	0.2	4.760742
2.180000	0.2	4.747128
2.183333	0.2	4.723185
2.186667	0.2	4.688314
2.190000	0.2	4.642617
2.193333	0.2	4.587282
2.196667	0.2	4.523638
2.200000	0.2	4.452657
2.203333	0.2	4.375486
2.206667	0.2	4.293520
2.210000	0.2	4.207791
2.213333	0.2	4.118991
2.216667	0.2	4.027980
2.220000	0.2	3.935630
2.223333	0.2	3.842521
2.226667	0.2	3.749412
2.230000	0.2	3.657534
2.233333	0.2	3.567707
2.236667	0.2	3.479759
2.240000	0.2	3.393433
2.243333	0.2	3.309273
2.246667	0.2	3.228295
2.250000	0.2	3.151290
2.253333	0.2	3.078477
2.256667	0.2	3.009567
2.260000	0.2	2.944217
2.263333	0.2	2.882487
2.266667	0.2	2.824839
2.270000	0.2	2.771738
2.273333	0.2	2.723206
2.276667	0.2	2.678809
2.280000	0.2	2.638308
2.283333	0.2	2.601945
2.286667	0.2	2.569864
2.290000	0.2	2.541802
2.293333	0.2	2.517438
2.296667	0.2	2.496453
2.300000	0.2	2.478218
2.303333	0.2	2.461635
2.306667	0.2	2.445556
2.310000	0.2	2.429535
2.313333	0.2	2.413937
2.316667	0.2	2.399505
2.320000	0.2	2.387010
2.323333	0.2	2.376738
2.326667	0.2	2.368168
2.330000	0.2	2.360439
2.333333	0.2	2.352684
2.336667	0.2	2.343833
2.340000	0.2	2.333176
2.343333	0.2	2.321319
2.346667	0.2	2.309512
2.350000	0.2	2.298207
2.353333	0.2	2.287051
2.356667	0.2	2.275648
2.360000	0.2	2.263840
2.363333	0.2	2.251802
2.366667	0.2	2.240006
2.370000	0.2	2.228883
2.373333	0.2	2.218488
2.376667	0.2	2.208466
2.380000	0.2	2.198485
2.383333	0.2	2.188719
2.386667	0.2	2.179775
2.390000	0.2	2.172192
2.393333	0.2	2.165970
2.396667	0.2	2.160661
2.400000	0.2	2.155926
2.403333	0.2	2.151772
2.406667	0.2	2.148386
2.410000	0.2	2.145992
2.413333	0.2	2.144622
2.416667	0.2	2.144013
2.420000	0.2	2.143761
2.423333	0.2	2.143400
2.426667	0.2	2.142665
2.430000	0.2	2.141964
2.433333	0.2	2.141879
2.436667	0.2	2.142297
2.440000	0.2	2.142834
2.443333	0.2	2.143648
2.446667	0.2	2.145292
2.450000	0.2	2.148147
2.453333	0.2	2.152011
2.456667	0.2	2.156009
2.460000	0.2	2.158954
2.463333	0.2	2.159919
2.466667	0.2	2.158808
2.470000	0.2	2.156486
2.473333	0.2	2.154026
2.476667	0.2	2.151763
2.480000	0.2	2.149160
2.483333	0.2	2.145579
2.486667	0.2	2.140981
2.490000	0.2	2.135701
